"Longitude_Maxima","Latitude_Maxima","Daten_Maxima.Aktivität","Daten_Maxima.Zeitdauer_Transport","Daten_Maxima.Zeit_Auftreffen","Daten_Maxima.Freisetzung_Kraftwerk"
140.005110852732,38.3347780768985,16247063178974.5,4,125,121
139.78976360403,38.72253954934,8539667621276.48,4,125,121
141.025689,37.316501,5.04e+14,1,123,122
140.184330943163,37.9848422412539,39220115885638.6,2,124,122
140.000299795515,38.3364607429586,56881977346356.5,3,125,122
139.784947545712,38.7242222154001,29897906768004.8,3,125,122
141.025689,37.316501,13346255212338.9,1,124,123
141.025689,37.316501,490653744787661,1,124,123
141.025689,37.316501,3841087973227.06,1,124,123
140.339374294831,37.9037019977122,29085938889691.2,2,125,123
140.23811152184,38.1794057456203,47292817072507,3,126,123
140.06013292979,38.5977943940677,33169474616398.6,4,127,123
139.965997936231,38.9562350629396,12610681448176.1,4,127,123
141.025689,37.316501,15860711564109.9,1,125,124
141.025689,37.316501,488139288435890,1,125,124
141.025689,37.316501,4684486398173.54,1,125,124
140.457273570805,37.9418771033499,31857928563684,2,126,124
140.110642115083,38.6467967728194,64815443005077.3,3,127,124
139.659651301072,39.9240527218684,24642142033065.2,4,128,124
141.025689,37.316501,15860711564109.9,1,126,125
141.025689,37.316501,488139288435890,1,126,125
141.025689,37.316501,4684486398173.54,1,126,125
140.503206200123,37.9711979069195,32180460678374.4,2,127,125
140.277888695875,38.6479579927627,32823994046174.2,3,128,125
139.83820406853,39.9813879565714,56311058877277.8,4,129,125
141.025689,37.316501,15860711564109.9,1,127,126
141.025689,37.316501,488139288435890,1,127,126
141.025689,37.316501,4684486398173.54,1,127,126
140.596563854656,38.0269364642004,32821214311914,2,128,126
140.497474823551,38.5959934002977,32588036442935.6,3,129,126
140.138258190851,39.7045821525749,55906262846976.9,4,130,126
141.025689,37.316501,18132958813563.3,1,128,127
141.025689,37.316501,485867041186437,1,128,127
141.025689,37.316501,5464241574032.38,1,128,127
140.774324788333,38.0054538952484,6593311518356.51,2,129,127
140.407141468352,39.2432283662235,76089556239851.9,3,130,127
136.454211767384,42.7898651372997,441875992763.567,3,134,127
135.40870075468,43.2152211054072,124302960862.591,4,135,127
139.86091623817,41.5991169037608,115393875472.864,1,132,127
137.135121893919,42.6103674971442,136441064336.362,3,134,127
136.015040550889,43.0466099022207,311815604494.787,4,135,127
140.183098778865,40.8212994444556,512036244493.74,1,132,127
138.83027694777,41.388469398145,46757318223.7821,2,133,127
136.254969539347,42.284033454672,119956145258.172,4,135,127
139.86091623817,40.0434819851504,317387637473.31,1,132,127
138.517623344485,40.518770410822,620542265219.289,2,133,127
134.799259381382,42.7801099252215,246261445876.247,4,135,127
134.799259381382,42.7801099252215,246261445876.247,4,135,127
134.931222489064,43.5819602215704,444796310150.467,2,137,127
135.364534596434,44.4205653370183,994410764774.363,3,138,127
135.011830134042,43.8458226985022,608449326261.794,1,136,127
134.764447995587,44.489197710974,148608487093.39,2,137,127
135.789647593347,43.5236401578074,113034952182.932,1,136,127
135.598699514701,44.1667248652934,293268501948.17,2,137,127
135.873578033534,44.8733863646779,350754359224.082,3,138,127
136.111830134042,42.7458226985022,10814316832.4434,1,136,127
136.170575881573,43.541607828539,111420285819.964,2,137,127
136.271026060566,44.2465274980085,168394814176.779,3,138,127
135.771401570113,42.7675643340497,66807840494.4503,2,137,127
135.803401254909,43.5417217426415,103059992645.473,3,138,127
134.942006842155,43.4983771408441,222398155075.233,3,138,127
134.234012674737,43.5236401578074,757057813355.184,1,136,127
133.911830134042,42.7458226985022,45407875204.1602,1,136,127
134.056773856321,43.7217420722514,711649938151.024,2,137,127
134.234012674737,43.5236401578074,757057813355.184,1,136,127
135.050070774851,43.5314223988397,189133283487.465,1,136,127
135.152504902635,44.1319774259004,365434517826.282,2,137,127
135.050070774851,44.6314223988397,321911011314.976,1,136,127
135.827888234156,44.3092398581449,209295087670.053,1,136,127
135.326629676027,44.9608885627131,112615923644.923,2,137,127
136.150070774851,43.5314223988397,48063959091.6896,1,136,127
136.157916211535,44.170442836524,74806190016.6896,2,137,127
136.642229520771,44.8011895821119,123705396660.28,3,138,127
135.827888234156,42.7536049395345,28407578810.9569,1,136,127
135.9908103222,43.4466221045846,43822474153.7052,2,137,127
136.675458209829,44.1542996714196,66231003964.6088,3,138,127
135.226804224789,43.2163210919075,20942725823.9572,2,137,127
135.843534794652,44.2701873543543,195678872370.459,3,138,127
134.272253315546,44.3092398581449,321911011314.976,1,136,127
133.950070774851,43.5314223988397,321911011314.976,1,136,127
134.272253315546,44.3092398581449,321911011314.976,1,136,127
135.651442802823,43.3887934918857,72725638940.0035,1,136,127
135.69647166305,44.0404421964539,260290265427.048,2,137,127
135.970763629461,44.7471036958384,202403857619.581,3,138,127
135.651442802823,44.4887934918857,299595450801.751,1,136,127
136.429260262128,44.1666109511909,85458000147.1326,1,136,127
136.10515864412,44.864998758479,236705852100.058,2,137,127
136.751442802823,43.3887934918857,76706954600.8697,1,136,127
136.735133881065,44.1938683814693,65110518914.0813,2,137,127
137.198671205285,44.855387455556,93417174437.5834,3,138,127
136.429260262128,42.6109760325805,13971278691.2661,1,136,127
136.428746019203,43.4195345819941,65460831202.1528,2,137,127
136.780097618657,44.0925207030214,105428445771.831,3,138,127
135.807274430788,43.0455326013272,28429891184.4268,2,137,127
136.169649597562,43.8749931097212,80238652661.1205,3,138,127
134.873625343518,44.1666109511909,258923922833.541,1,136,127
134.551442802823,43.3887934918857,182982920104.623,1,136,127
134.651276426834,43.7814901490864,139180932142.568,2,137,127
134.873625343518,44.1666109511909,258923922833.541,1,136,127
135.821828149042,42.6948741734876,8875174467.75482,1,136,127
135.872451251062,43.435791661201,91441233988.3208,2,137,127
136.70135940985,44.1510171576678,138199516293.106,3,138,127
135.821828149042,43.7948741734876,84860644539.3658,1,136,127
135.704374971705,44.4491356229284,209975894053.163,2,137,127
136.599645608348,43.4726916327928,65983630378.5446,1,136,127
136.645282104609,44.1726761175031,64901865487.6933,2,137,127
137.280201459559,44.8147447575387,73432851532.2982,3,138,127
136.921828149042,42.6948741734876,13472128187.0826,1,136,127
136.890092093318,43.5395756936381,70758749847.0059,2,137,127
137.397143329161,44.2534948176686,87481878031.1933,3,138,127
136.56794480342,42.7317116682987,13472128187.0826,2,137,127
136.922376683498,43.5309804581655,70758749847.0059,3,138,127
136.243293014095,43.3125819499078,46383185231.2755,3,138,127
135.044010689737,43.4726916327928,91259691119.7361,1,136,127
135.184689079183,43.887886926396,176327723002.421,2,137,127
134.721828149042,42.6948741734876,18632837417.7986,1,136,127
135.026526561228,43.4259212916825,85785989385.9545,2,137,127
135.539343399374,44.1267766913503,93913221306.8105,3,138,127
135.044010689737,43.4726916327928,91259691119.7361,1,136,127
135.184689079183,43.887886926396,176327723002.421,2,137,127
136.049153470029,43.5434635725565,85026823918.0802,3,138,127
135.490537841482,42.9701724589696,10586043868.939,1,136,127
135.867247784707,43.5955485623195,40932828625.2142,2,137,127
136.698353331902,44.3107740587862,66728126233.1679,3,138,127
136.268355300787,42.6479899182748,12348141524.2747,1,136,127
136.274295422928,43.4369528811444,57855807320.3529,2,137,127
136.948118489219,44.1279379112937,93180115996.7358,3,138,127
136.542567252857,42.6665381989781,12348141524.2747,2,137,127
136.896627311049,43.4658069888449,64855310538.7865,3,138,127
136.264794591852,42.6711518403611,12348141524.2747,3,138,127
134.712720382177,42.6479899182748,17078290099.2871,1,136,127
134.985812163257,43.3182181419367,78628819665.8769,2,137,127
135.455847630296,43.8029414796481,86077992399.8149,3,138,127
134.587317121886,42.6070256768813,17078290099.2871,2,137,127
135.220736316811,43.5823644406588,78628819665.8769,3,138,127
134.712720382177,42.6479899182748,17078290099.2871,1,136,127
134.985812163257,43.3182181419367,78628819665.8769,2,137,127
135.455847630296,43.8029414796481,86077992399.8149,3,138,127
135.333539043666,43.5538253931391,85449551224.8422,3,138,127
134.706448503305,42.8342205666899,39728953186.05,1,136,127
134.930906953444,43.5221573944878,99528045635.1925,2,137,127
135.363789302026,44.3607625099357,222510299024.533,3,138,127
135.640653014302,43.2687771354366,42724775612.4211,2,137,127
136.052530980018,44.081399954652,91730867405.3874,3,138,127
135.944232088472,43.5512126482666,56517476091.4658,3,138,127
133.928631043999,42.5120380259951,22703937602.0801,1,136,127
134.296842688736,43.3171129155787,202101792095.585,2,137,127
134.588692489001,43.7440655611083,87311830968.4359,3,138,127
134.077614925509,42.4568488402955,22703937602.0801,2,137,127
134.737040128503,43.6631252203071,202101792095.585,3,138,127
133.928631043999,42.5120380259951,22703937602.0801,1,136,127
134.296842688736,43.3171129155787,202101792095.585,2,137,127
134.588692489001,43.7440655611083,87311830968.4359,3,138,127
134.387818947101,43.1905151865583,74288573577.6144,1,136,127
134.412261577568,44.025926947162,633516950602.32,2,137,127
134.387818947101,44.2905151865583,353902762089.967,1,136,127
135.165636406407,43.9683326458635,284432566915.207,1,136,127
135.487818947101,43.1905151865583,13157560914.9722,1,136,127
135.411148483204,43.9042891580959,155165042608.466,2,137,127
135.684812335652,44.6109506574804,172579794032.695,3,138,127
135.085458260197,43.2488352503214,23024029170.4073,2,137,127
135.479457942276,44.3667137621454,307699831803.871,3,138,127
134.342170048556,42.9262172521478,37144286788.8072,2,137,127
134.825052609076,44.070658670176,254579607375.747,3,138,127
133.610001487796,43.9683326458635,353902762089.967,1,136,127
133.287818947101,43.1905151865583,132745052235.443,1,136,127
133.649968459814,43.8772907944129,221157709854.525,2,137,127
133.610001487796,43.9683326458635,353902762089.967,1,136,127
133.921086793614,42.6979223758389,45407875204.1602,1,136,127
134.065918655754,43.6738417495882,711649938151.024,2,137,127
133.921086793614,43.7979223758389,378528906677.592,1,136,127
134.698904252919,43.4757398351441,214997195385.939,1,136,127
134.753266265296,44.0269430146124,131430860104.157,2,137,127
134.940541357487,43.5340598989072,111199077537.617,2,137,127
135.158674270105,44.5073665277839,267329829139.975,3,138,127
134.653377461467,42.7558069821232,39728953186.05,2,137,127
134.907187009146,43.97079251171,272294400510.653,3,138,127
133.969076744479,42.3668542946857,22703937602.0801,2,137,127
134.413901696754,43.6050642231395,202101792095.585,3,138,127
133.143269334309,43.4757398351441,378528906677.592,1,136,127
132.821086793614,42.6979223758389,14073123132.1165,1,136,127
133.488808342975,43.5295601716267,364455783545.476,2,137,127
133.143269334309,43.4757398351441,378528906677.592,1,136,127
134.387818947101,43.1905151865583,74288573577.6144,1,136,127
134.412261577568,44.025926947162,633516950602.32,2,137,127
134.387818947101,44.2905151865583,353902762089.967,1,136,127
135.165636406407,43.9683326458635,284432566915.207,1,136,127
135.487818947101,43.1905151865583,13157560914.9722,1,136,127
135.411148483204,43.9042891580959,155165042608.466,2,137,127
135.684812335652,44.6109506574804,172579794032.695,3,138,127
135.085458260197,43.2488352503214,23024029170.4073,2,137,127
135.479457942276,44.3667137621454,307699831803.871,3,138,127
134.342170048556,42.9262172521478,37144286788.8072,2,137,127
134.825052609076,44.070658670176,254579607375.747,3,138,127
133.610001487796,43.9683326458635,353902762089.967,1,136,127
133.287818947101,43.1905151865583,132745052235.443,1,136,127
133.649968459814,43.8772907944129,221157709854.525,2,137,127
133.610001487796,43.9683326458635,353902762089.967,1,136,127
138.454128838692,47.8159735520606,9846901374.28566,3,142,127
138.166837508229,49.7792201826448,96120492296.5576,4,143,127
137.442996257478,46.4539185520942,4637316718.62104,3,142,127
137.533755225242,46.8225198954704,84182789713.2196,4,143,127
138.718252438076,48.4768228572681,34914649197.9894,4,143,127
141.025689,37.316501,35402443397909.3,1,129,128
141.025689,37.316501,948597556602091,1,129,128
141.025689,37.316501,10668281168348.9,1,129,128
140.793560113246,38.1572834028417,12872655821553.2,2,130,128
139.411517687835,40.0649957924928,13342961651011.6,4,132,128
137.750734693272,40.6928394882223,4389606000907.43,1,133,128
135.10063047262,42.9942990111845,1360457089755.49,4,136,128
136.021041195804,42.3787041184456,298715333884.482,3,135,128
138.850734693272,40.6928394882223,2520746463020.52,1,133,128
138.528552152578,39.9150220289171,5323138092998.89,1,133,128
137.013778340244,40.5176091908787,359239669835.986,2,134,128
137.750734693272,39.5928394882223,10749680223087.1,1,133,128
134.615424166172,42.6033141888461,1254265878534.56,4,136,128
134.615424166172,42.6033141888461,1254265878534.56,4,136,128
135.065128518551,42.7916908862646,487067476861.4,1,137,128
135.677610896634,43.8455571487113,3187431022128.28,2,138,128
135.065128518551,43.8916908862646,3008549278652.39,1,137,128
135.282920059569,44.2324229510004,334611193139.407,2,138,128
135.842945977856,43.5695083455698,558914619795.546,1,137,128
136.52898915011,44.2771859124048,911134816622.634,2,138,128
136.165128518551,42.7916908862646,330339227364.715,1,137,128
136.785518230928,43.6199901747152,812637845928.433,2,138,128
136.054369065491,42.8714935189797,330339227364.715,2,138,128
134.287311059246,43.5695083455698,2126157854638.98,1,137,128
134.580381015139,43.9964609910994,1617203572452,2,138,128
133.965128518551,42.7916908862646,806037459575.148,1,137,128
134.488833097964,43.5228831569524,1668343959510.84,2,138,128
134.287311059246,43.5695083455698,2126157854638.98,1,137,128
134.580381015139,43.9964609910994,1617203572452,2,138,128
135.306740853809,43.7138790824389,441349979948.807,1,137,128
135.984217148382,44.4841173737219,2255342780778.97,2,138,128
135.306740853809,44.8138790824389,1955115304615.31,1,137,128
136.084558313114,44.4916965417441,1271146418424.76,1,137,128
136.2282268973,44.9658237474724,683968886190.551,2,138,128
136.406740853809,43.7138790824389,415271112666.654,1,137,128
137.02820370084,44.4182181419367,591487277203.833,2,138,128
136.084558313114,42.9360616231336,172532439550.581,1,137,128
136.706400526147,43.7643609115843,472852449715.846,2,138,128
135.79257044808,43.606055535395,291914779916.057,2,138,128
134.528923394504,44.4916965417441,1955115304615.31,1,137,128
134.206740853809,43.7138790824389,1955115304615.31,1,137,128
134.528923394504,44.4916965417441,1955115304615.31,1,137,128
135.845644649834,43.4673209905548,615534913502.163,1,137,128
136.530526940229,44.1749985573898,930287394397.835,2,138,128
135.845644649834,44.5673209905548,1340177090277.29,1,137,128
135.989499893759,45.0414481962832,721112389925.129,2,138,128
136.623462109139,44.24513844986,546782872981.234,1,137,128
137.087403247519,44.9066575239468,784495529703.484,2,138,128
136.945644649834,43.4673209905548,490791370522.282,1,137,128
137.466989457505,44.2018517685798,641526146141.408,2,138,128
136.623462109139,42.6895035312496,89391933919.3463,1,137,128
136.964196830701,43.5047390953376,469507222816.059,2,138,128
135.845644649834,42.3673209905548,29444828557.4104,1,137,128
136.261913996942,43.2567294785244,431568607366.833,2,138,128
135.067827190529,44.24513844986,1656663696397.6,1,137,128
135.286923154063,44.5858705145958,376280713244.025,2,138,128
134.745644649834,43.4673209905548,1170773088406.5,1,137,128
135.038218690005,43.8942736360845,715710331568.957,2,138,128
135.067827190529,44.24513844986,1656663696397.6,1,137,128
135.286923154063,44.5858705145958,376280713244.025,2,138,128
135.784872126635,42.9096998630077,324586541513.455,1,137,128
136.146447686136,43.7391603714017,500717974621.181,2,138,128
135.784872126635,44.0096998630077,502379131458.883,1,137,128
136.046369918406,44.7018461131004,869079491780.665,2,138,128
136.56268958594,43.6875173223129,390626292081.719,1,137,128
136.915607056872,44.3605034433403,556384672230.051,2,138,128
136.884872126635,42.9096998630077,248773306395.927,1,137,128
137.119508321223,43.6500367407495,378652263164.153,2,138,128
136.657495169853,42.9427633930029,221688833399.394,2,138,128
135.927855434679,42.6877864565296,26270731649.8662,2,138,128
135.00705466733,43.6875173223129,540261797571.796,1,137,128
135.441128577429,44.5261224377608,1207838588229.3,2,138,128
134.684872126635,42.9096998630077,193023504684.022,1,137,128
135.167625264274,44.0541412810359,1322944987910.13,2,138,128
135.00705466733,43.6875173223129,540261797571.796,1,137,128
135.441128577429,44.5261224377608,1207838588229.3,2,138,128
135.611049331247,43.0122914371111,113239891914.743,2,138,128
135.299364751494,43.2173671544106,56619945957.3715,1,137,128
135.952298248315,44.1864643609927,400546807950.991,2,138,128
136.0771822108,42.8951846137158,134392923404.898,1,137,128
136.698612073676,43.7234839021665,294927121210.948,2,138,128
136.560818918692,42.91924868915,183577607795.121,2,138,128
134.521547292189,42.8951846137158,159840226026.559,1,137,128
135.094013496689,43.84250894636,1095513348151.13,2,138,128
134.90875990271,43.0646914870548,99077579482.5315,2,138,128
134.521547292189,42.8951846137158,159840226026.559,1,137,128
135.094013496689,43.84250894636,1095513348151.13,2,138,128
134.709995188922,42.7109861002016,60950648309.119,1,137,128
135.329218645602,43.8118817703541,434988426359.969,2,138,128
135.971896492508,43.380980012463,151725963528.651,2,138,128
135.900503630192,42.4101097375756,14515975896.1206,2,138,128
133.932177729617,42.3888035595068,60950648309.119,1,137,128
134.684271519043,43.434686434843,542559421566.243,2,138,128
134.522457501686,42.4373984062443,60950648309.119,2,138,128
133.932177729617,42.3888035595068,60950648309.119,1,137,128
134.684271519043,43.434686434843,542559421566.243,2,138,128
134.862340703523,43.4201464303562,1154933485764.75,1,137,128
135.294493023448,44.258751545804,2582031965270.44,2,138,128
134.862340703523,44.5201464303562,1965734425737.41,1,137,128
135.640158162828,44.1979638896614,895135910570.986,1,137,128
135.915182372951,44.9046253890459,1070598515166.42,2,138,128
135.962340703523,43.4201464303562,293500301955.57,1,137,128
136.352187988422,44.1144699678426,443581062864.058,2,138,128
135.893504283409,43.6840024240925,293500301955.57,2,138,128
135.155051543061,43.4703939481011,577466742882.377,2,138,128
134.084523244217,44.1979638896614,1965734425737.41,1,137,128
133.762340703523,43.4201464303562,1965734425737.41,1,137,128
134.084523244217,44.1979638896614,1965734425737.41,1,137,128
134.445604242387,42.7215822321847,250853175706.912,1,137,128
135.064933442144,43.8224779023372,3159731703048.67,2,138,128
134.445604242387,43.8215822321847,2091161013590.86,1,137,128
135.223421701692,43.4993996914899,614312861162.783,1,137,128
135.736862197897,44.2002550911577,672511911268.417,2,138,128
136.032276337914,43.7137586851409,312227522136.616,2,138,128
135.665105505006,42.8563976597161,77746153369.5015,2,138,128
133.667786783081,43.4993996914899,2091161013590.86,1,137,128
133.345604242387,42.7215822321847,125426587853.456,1,137,128
134.269380598809,43.6452467084831,1116499640982.77,2,138,128
135.28756384932,44.3211950432237,849234784754.635,3,139,128
133.667786783081,43.4993996914899,2091161013590.86,1,137,128
134.862340703523,43.4201464303562,1154933485764.75,1,137,128
135.294493023448,44.258751545804,2582031965270.44,2,138,128
134.862340703523,44.5201464303562,1965734425737.41,1,137,128
135.640158162828,44.1979638896614,895135910570.986,1,137,128
135.915182372951,44.9046253890459,1070598515166.42,2,138,128
135.962340703523,43.4201464303562,293500301955.57,1,137,128
136.352187988422,44.1144699678426,443581062864.058,2,138,128
135.893504283409,43.6840024240925,293500301955.57,2,138,128
135.155051543061,43.4703939481011,577466742882.377,2,138,128
134.084523244217,44.1979638896614,1965734425737.41,1,137,128
133.762340703523,43.4201464303562,1965734425737.41,1,137,128
134.084523244217,44.1979638896614,1965734425737.41,1,137,128
139.235115568424,47.6320965819227,17570705004.701,2,142,128
138.947662381507,49.2720886107762,326689232940.171,3,143,128
139.028739496459,50.8961138654087,418184933093.584,4,144,128
138.711315884039,47.8760731673245,5445634571.90876,1,141,128
138.827738471076,48.0873292083765,13970804069.7372,2,142,128
139.04749575857,48.5004923670789,63591121710.3258,3,143,128
139.333125138037,48.9484921240818,31299498151.6561,4,144,128
140.566539554485,49.6093682540723,14173264395.781,3,143,128
140.483327722492,50.833498390713,367049171123.447,4,144,128
141.378558984299,49.0974701617947,16532472072.3654,3,143,128
141.995100295459,49.7872939720006,364689963446.863,4,144,128
140.937094003668,48.6598901458916,26671564713.4991,3,143,128
141.050324610335,49.3899211966361,15375806415.6036,4,144,128
139.646476846679,48.6220613388251,16532472072.3654,3,143,128
139.744659635763,49.6682345191471,133461132950.972,4,144,128
138.017157032194,47.7818392043674,80972546528.5081,2,142,128
137.977341827273,47.9226962863538,196806063503.256,3,143,128
137.961230363443,48.0666015706914,94314865930.8903,4,144,128
137.611315884039,46.7760731673245,5445634571.90876,1,141,128
137.655438152837,46.9103983871295,50831346967.3325,2,142,128
137.674767910611,47.0399335746681,267412070883.811,3,143,128
138.017157032194,47.7818392043674,80972546528.5081,2,142,128
137.977341827273,47.9226962863538,196806063503.256,3,143,128
137.961230363443,48.0666015706914,94314865930.8903,4,144,128
139.4361405703,50.3162608945878,454662398134.561,3,143,128
139.545885090142,48.4064056262028,5238896068.29642,1,141,128
140.140892691472,49.5540403990752,22408526837.8786,2,142,128
140.049440432273,51.3911495133128,183882542447.854,3,143,128
140.9262262777,49.137653890476,5238896068.29642,2,142,128
140.967978116227,50.2077772321297,82799492847.7823,3,143,128
141.20538310526,51.1713586439808,119036008640.705,4,144,128
141.455666466917,49.5948530047804,95820710338.4436,3,143,128
141.805230551422,50.3926702697181,131510488728.837,4,144,128
141.299674950842,49.0372318772333,9858671341.41321,3,143,128
141.555583876158,49.8231466377516,150891701123.098,4,144,128
140.077883490956,48.9371326507045,6930151862.51283,3,143,128
140.084735532609,50.0904283708008,140154902955.282,4,144,128
139.20081799554,49.2707587264827,83714741619.1276,2,142,128
139.431256837269,51.2023621136105,143616457448.153,3,143,128
138.724222599649,48.6505768744875,36249640534.9947,2,142,128
138.765569620848,50.5071364227762,191081558532.286,3,143,128
139.20081799554,49.2707587264827,83714741619.1276,2,142,128
139.431256837269,51.2023621136105,143616457448.153,3,143,128
139.648924288764,48.6824200206844,11985282638.7804,2,142,128
139.657139823855,50.0184627293656,414883808191.061,3,143,128
139.398805300205,48.3203849481495,5992641319.39019,1,141,128
139.992808882413,49.4680197210219,25632549698.3952,2,142,128
139.901517303819,51.3051288352595,210338610925.308,3,143,128
140.668563891764,49.2012854326222,3714561793.30188,2,142,128
140.447583936316,50.623984179576,201439957810.924,3,143,128
141.145297276274,49.6400501803259,11277085948.0043,3,143,128
141.06773508126,50.6840460732541,155506124762.912,4,144,128
140.666090741509,49.0388833049031,5992641319.39019,3,143,128
140.514835319788,50.1152482037522,131093231461.743,4,144,128
139.559537827196,49.0112151723409,26237191381.2542,3,143,128
139.711565763128,50.0711778394902,210668607157.96,4,144,128
138.6209878409,47.9982024074547,3714561793.30188,1,141,128
138.955066674776,48.9047388895887,55192812107.0227,2,142,128
139.102356532661,50.4783962291783,201131061479.459,3,143,128
138.552613559355,48.9056645547938,90942161547.1564,2,142,128
138.582133098347,50.9056347660865,169096273832.627,3,143,128
138.6209878409,47.9982024074547,3714561793.30188,1,141,128
138.955066674776,48.9047388895887,55192812107.0227,2,142,128
139.102356532661,50.4783962291783,201131061479.459,3,143,128
138.968125513181,48.4901477178144,44408538787.1422,2,142,128
138.693550455726,50.3811084069249,638195901158.111,3,143,128
139.234376292087,49.1185472683206,73490732779.1429,2,142,128
139.195312438759,51.0057339926152,267811487193.484,3,143,128
139.884140689863,49.0313666136616,4875387688.0848,2,142,128
139.695093433803,50.6304256395121,336426832284.542,3,143,128
140.116377185594,49.4171507014499,50959225879.4037,3,143,128
139.939430353095,50.8892012959962,290342994093.223,4,144,128
139.741285393588,48.9450243922321,34436492633.0614,3,143,128
139.89311158021,50.0049870593814,195138529426.409,4,144,128
138.919589896678,48.8119755498107,78389680597.3663,3,143,128
139.121077859189,50.1452603611265,262912539375.26,4,144,128
138.30385846928,48.5883612052729,54423162498.4383,2,142,128
138.345154560836,50.4449207535616,286879057474.188,3,143,128
137.702901215524,46.8320116273459,4875387688.0848,1,141,128
138.047203763462,47.7966091066475,71457854502.9642,2,142,128
138.072750354274,49.7531787225574,236719857401.678,3,143,128
138.30385846928,48.5883612052729,54423162498.4383,2,142,128
138.345154560836,50.4449207535616,286879057474.188,3,143,128
138.889257701931,48.0651972121329,27834485220.0876,2,142,128
138.351142921064,50.0269923177879,720837800198.109,3,143,128
138.769479448403,48.5092530966321,24353373843.07,2,142,128
138.712573854387,50.0508317352866,349982768866.028,3,143,128
139.694198064609,48.4463129082906,8626656412.78538,2,142,128
139.409919357181,50.1043038462661,298621248439.447,3,143,128
139.797802538129,49.2697317622296,55891461979.5546,3,143,128
139.621385031068,50.7417823567759,318444680729.544,4,144,128
139.88252632357,48.5222511739444,11411571870.6677,3,143,128
139.82719902633,49.5819235361079,56655216062.0669,4,144,128
138.500757281569,48.6394452293154,97302369861.8538,3,143,128
138.852832631675,49.8087077236327,277033772847.245,4,144,128
137.598882753273,47.2825662087042,16233834235.349,1,141,128
137.710105001265,47.3775551029281,177682427930.944,2,142,128
137.811205703232,47.4828498241493,180419880542.805,3,143,128
137.590950716402,47.2835510377642,185737296646.701,2,142,128
138.080679362293,48.8197590341807,58705306337.0235,3,143,128
138.553793785652,50.26858522986,129893539725.374,4,144,128
137.598882753273,47.2825662087042,16233834235.349,1,141,128
137.710105001265,47.3775551029281,177682427930.944,2,142,128
137.811205703232,47.4828498241493,180419880542.805,3,143,128
138.879161433802,46.3809412568159,5848783098.80956,3,143,128
139.742300945917,46.8888889933944,78398614633.4208,4,144,128
136.962029047725,46.3137108973995,5503185171.71175,2,142,128
137.021051599207,46.4965170498394,55783694047.0807,3,143,128
138.558113065605,46.596437958553,2924391549.40478,3,143,128
139.226228635664,47.1456090031204,35152860186.5848,4,144,128
141.953204034077,47.6703900152702,25826903820.3915,4,144,128
141.7308150111,47.1275744420008,1812695360.71271,4,144,128
136.136408188803,45.8251244359646,1812695360.71271,1,141,128
136.387186952445,45.8891958491968,1786801615.73626,2,142,128
136.470197979298,46.0378911658008,28666950742.7188,3,143,128
136.016538310876,45.3534067594424,25826903820.3915,3,143,128
136.034203210678,45.4597175481141,38596263891.26,4,144,128
136.136408188803,45.8251244359646,1812695360.71271,1,141,128
136.387186952445,45.8891958491968,1786801615.73626,2,142,128
136.470197979298,46.0378911658008,28666950742.7188,3,143,128
140.722207997328,48.3223902582673,7398897833.23832,3,143,128
141.49651774079,48.8902859744213,12871395151.5471,4,144,128
138.717910307447,47.6953067336623,18533734518.1537,2,142,128
138.824915752203,47.959107977151,23615524402.9392,3,143,128
142.168559851403,48.8459005499784,31867978743.2796,3,143,128
142.71946054719,48.6454997075049,15533492991.9515,3,143,128
142.969982561279,48.8063878335141,105820291858.334,3,143,128
142.556005151894,48.2485623896192,3699448916.61916,3,143,128
143.197100803591,48.8386664371897,38914124831.0083,4,144,128
141.89562884357,47.901994230114,19753489314.7666,3,143,128
142.793658294262,48.5500141223592,7108287983.09154,4,144,128
137.929994818497,47.4104283836477,38667910129.7929,2,142,128
137.489352600818,46.5990806984782,5262749177.34213,2,142,128
137.361741301384,46.7537272672918,95536478138.4511,3,143,128
137.929994818497,47.4104283836477,38667910129.7929,2,142,128
139.806889616294,48.8141077404219,2709392061.04656,2,142,128
139.618662969758,50.4131667662723,186961990887.919,3,143,128
139.666598473178,48.6568171883453,6036603468.11332,2,142,128
139.674809835022,49.9928598970266,208963702473.443,3,143,128
139.416600184491,48.2947821158104,3018301734.05666,1,141,128
140.010305846877,49.4424168886828,12910295323.8043,2,142,128
139.919061943923,51.2795260029204,105940829804.166,3,143,128
140.686114820412,49.1756826002831,1870905950.22039,2,142,128
140.465249186925,50.5983813472369,101458862889.341,3,143,128
141.162781556362,49.6144473479868,5679907449.46356,3,143,128
141.085260114036,50.658443240915,78323460559.8075,4,144,128
140.683658491818,49.013280472564,3018301734.05666,3,143,128
140.532480873909,50.0896453714131,66027467147.7141,4,144,128
139.577268511723,48.9856123400018,13214833997.586,3,143,128
139.729218322689,50.0455750071511,106107038350.307,4,144,128
138.638782725186,47.9725995751156,1870905950.22039,1,141,128
138.972695887989,48.8791360572496,27798853896.2052,2,142,128
139.119910339141,50.4527933968392,101303281688.463,3,143,128
138.570285963438,48.8800617224547,45804657623.7564,2,142,128
138.638782725186,47.9725995751156,1870905950.22039,1,141,128
138.972695887989,48.8791360572496,27798853896.2052,2,142,128
139.119910339141,50.4527933968392,101303281688.463,3,143,128
